Id,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,Master Post
53670,53675,2,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/49404/sql-query-to-get-latest-price"">SQL Query to get latest price</a>  </p> </blockquote>    <p>I have a database containing stock price history. I want to select most recent prices for every stock that is listed. I know PostreSQL has a <a href=""https://stackoverflow.com/questions/25224/joining-latest-of-various-usermetadata-tags-to-user-rows#27159"">DISTINCT ON</a> statement that would suit ideally here.</p>  <p>Table columns are <code>name</code>, <code>closingPrice</code> and <code>date</code>; <code>name</code> and <code>date</code> together form a unique index.</p>  <p>The <em>easiest</em> (and very uneffective) way is</p>  <pre><code>SELECT * FROM stockPrices s WHERE s.date = (SELECT MAX(date) FROM stockPrices si WHERE si.name = s.name); </code></pre>  <p>Much better approach I found is</p>  <pre><code>SELECT * FROM stockPrices s JOIN (   SELECT name, MAX(date) AS date   FROM stockPrices si   GROUP BY name ) lastEntry ON s.name = lastEntry.name AND s.date = lastEntry.date; </code></pre>  <p>What would be an efficient way to do this? What indexes should I create?</p>  <blockquote>   <p>duplicate of:<br>   <a href=""https://stackoverflow.com/questions/49404/sql-query-to-get-latest-price"">SQL Query to get latest price</a></p> </blockquote> ",2012-11-02 09:17:34.557,0,NULL,2008-09-10 09:10:59.560,2,2016-06-15 09:16:57.897,2017-05-23 11:54:06.697,Jeff Atwood,-1,3205,0,1,4,<sql><mysql>,How to efficiently SQL select newest entries from a MySQL database?,26410,49404
54566,54572,8,"<p>So I'm refactoring my code to implement more OOP.  I set up a class to hold page attributes.</p>  <pre><code>class PageAtrributes  {   private $db_connection;   private $page_title;      public function __construct($db_connection)      {         $this-&gt;db_connection = $db_connection;         $this-&gt;page_title = '';     }      public function get_page_title()     {         return $this-&gt;page_title;     }      public function set_page_title($page_title)     {         $this-&gt;page_title = $page_title;     } } </code></pre>  <p>Later on I call the set_page_title() function like so</p>  <pre><code>function page_properties($objPortal) {         $objPage-&gt;set_page_title($myrow['title']); } </code></pre>  <p>When I do I receive the error message:</p>  <blockquote>   <p>Call to a member function set_page_title() on a non-object</p> </blockquote>  <p>So what am I missing?</p> ",2014-04-22 07:46:57.483,2,NULL,2008-09-10 16:19:57.267,7,2018-03-10 19:00:10.763,2015-06-05 17:38:34.120,Scott G,4248328,2863,0,1,60,<php>,Call to a member function on a non-object,345453,12769982
55768,0,0,"<p>I would like to find a user's IP address when he/she enters my page. How do I programmatically do that?</p> ",2014-03-29 17:31:44.340,0,NULL,2008-09-11 03:36:45.643,1,2014-03-29 14:37:57.713,2008-10-10 19:23:31.707,Bobby Jack,5058,131,0,1,38,<php><ip-address>,How do I find a user's IP address with PHP?,42376,3003145
56615,56619,10,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/361635/debugging-javascript-in-ie7"">Debugging JavaScript in IE7</a>  </p> </blockquote>    <p>Firefox has Web Developer plugin and Firebug for troubleshooting html/css/javascript issues. Google Chrome and Safari have a very similar console and right-click options for ""Inspect Element"".</p>  <p>Does IE7 have anything similar for troubleshooting layout/html/css issues?</p> ",2012-01-25 13:01:24.740,0,NULL,2008-09-11 14:01:34.797,12,2012-11-23 18:49:34.767,2017-05-23 12:08:20.307,NULL,-1,4249,0,1,43,<html><css><browser><internet-explorer-7>,"Does IE7 have a ""developer mode"" or plugin like Firefox/Chrome/Safari?",52236,361635
57102,0,0,"<p>I would like to get opinions or suggestions regarding embedded databases in Java. In particular I was looking at H2, HSQLDB and Derby. Have you use any of these in a production project? Do you have comment or recommendations to select one over the others?</p>  <p>Thanks</p>  <p><strong>Edit:</strong> I am currently evaluating these options to use in our internal developments, so I don't have a specific use case in mind. One of the possible uses I am evaluating them for is a desktop application that uses the database as a local repository. At some point it synchronizes with a central repository (in this case DB2). It is a store and forward architecture. Anyway, this is just a possibility to guide your answers, Basically I’m looking for your experiences using these tools.</p> ",2014-11-12 00:04:50.293,0,NULL,2008-09-11 17:07:37.660,0,2014-11-12 00:04:45.700,2008-11-18 19:44:40.040,Jeff V,445087,5425,0,1,43,<java><database><embedded-database>,Embedded java databases,14660,462923
59099,59629,6,"<p>Visually both of the following snippets produce the same UI. So why are there 2 controls..<br> <strong>Snippet1</strong>  </p>  <pre><code>&lt;TextBlock&gt;Name:&lt;/TextBlock&gt; &lt;TextBox Name=""nameTextBox"" /&gt; </code></pre>  <p><strong>Snippet2</strong></p>  <pre><code>&lt;Label&gt;Name:&lt;/Label&gt; &lt;TextBox Name=""nameTextBox"" /&gt; </code></pre>  <p>(<em>Well I am gonna answer this myself... thought this is a useful tidbit I learnt today from <a href=""http://rads.stackoverflow.com/amzn/click/0596510373"" rel=""noreferrer"">Programming WPF</a></em>)  </p> ",2014-12-16 16:42:38.997,1,NULL,2008-09-12 14:17:11.493,21,2014-09-13 20:34:22.153,2011-03-21 20:07:19.393,NULL,7116,1695,0,1,97,<wpf>,What is the difference between the WPF TextBlock element and Label control?,57673,5382925
59322,59412,5,"<p>I have the following code:</p>  <pre><code>SELECT &lt;column&gt;, count(*) FROM &lt;table&gt; GROUP BY &lt;column&gt; HAVING COUNT(*) &gt; 1; </code></pre>  <p>Is there any difference to the results or performance if I replace the COUNT(*) with COUNT('x')?</p>  <p>(This question is related to a <a href=""https://stackoverflow.com/questions/59294/in-sql-whats-the-difference-between-countcolumn-and-count"">previous one</a>)</p> ",2013-08-17 06:05:27.343,0,NULL,2008-09-12 15:34:16.987,1,2008-09-12 20:41:06.500,2017-05-23 11:55:10.850,NULL,-1,5662,0,1,10,<sql>,"In SQL, what’s the difference between count(*) and count('x')?",13412,59294
59880,59932,20,"<p>Conventional wisdom states that stored procedures are always faster. So, since they're always faster, use them <strong>ALL THE TIME</strong>.</p>  <p>I am pretty sure this is grounded in some historical context where this was once the case. Now, I'm not advocating that Stored Procs are not needed, but I want to know in what cases stored procedures are necessary in modern databases such as MySQL, SQL Server, Oracle, or &lt;<em>Insert_your_DB_here</em>&gt;. Is it overkill to have ALL access through stored procedures?</p> ",2013-02-06 05:47:27.537,0,NULL,2008-09-12 20:32:25.507,61,2018-08-17 13:43:50.397,2018-08-17 13:43:50.397,Matt,814702,5619,0,1,95,<sql><database><stored-procedures>,"Are Stored Procedures more efficient, in general, than inline statements on modern RDBMS's?",42786,22907
63509,69545,2,"<p>I'm using RichFaces per a client requirement, but the markup it (and the stock JSF controls) generates is an awful mess of nested tables.  Are there any control libraries out there that generate nicer markup?  AJAX support is a huge plus!</p> ",2017-06-16 07:04:13.157,1,NULL,2008-09-15 14:40:55.653,1,2017-06-15 21:40:40.173,2017-06-15 21:40:40.173,NULL,7879193,7556,0,1,3,<jsf><semantic-markup>,Are there any JSF component libraries that generate semantic and cross-browser html markup?,424,1867605
64468,0,0,"<p>is there any way to leave a time delay between the execution of two lines of code?</p> ",2013-09-11 16:08:43.317,0,NULL,2008-09-15 16:32:48.910,0,2012-08-12 15:29:51.980,NULL,NULL,0,8324,0,1,22,<python><timedelay>,leaving a time delay in python,8643,510348
64782,0,20,"<pre><code>int i = 4; string text = ""Player ""; cout &lt;&lt; (text + i); </code></pre>  <p>I'd like it to print <code>Player 4</code>.</p>  <p>The above is obviously wrong but it shows what I'm trying to do here. Is there an easy way to do this or do I have to start adding new includes?</p> ",2016-12-15 15:46:48.637,4,NULL,2008-09-15 17:09:35.513,34,2017-10-02 01:39:31.147,2015-12-22 22:31:28.267,Brian R. Bondy,3552770,0,0,1,130,<c++><int><stdstring>,How do you append an int to a string in C++?,338370,191757
66767,0,4,"<p>What culprits are the most likely to cause a <code>404 resource not found</code> error when a page in a given .WAR, autocreated by Sun's J2EE <code>deploytool</code>, is trying to load a Servlet in the same .WAR file? <br/> Eg:</p>  <blockquote>   <p> <h1>HTTP Status 404 - /MyServlet/MyServlet</h1><p><b>type</b> Status report</p><p><b>message</b> /MyServlet/MyServlet</p><p><b>description</b> The requested resource (/MyServlet/MyServlet) is not available.</p></p> </blockquote>  <p><hr> Related: Of these, how many would you expect to be server specific? eg: <i>Sun Java Application Server </i> vs <i>Tomcat &amp; Catalina </i>?</p> ",2016-04-17 10:27:41.900,1,NULL,2008-09-15 20:45:41.550,0,2009-08-11 17:01:07.283,NULL,NULL,0,9943,0,1,2,<java><web-applications><servlets><java-ee>,Java Servlet 404 errors,9033,11731377
67004,91210,6,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/83547/algorithm-to-find-which-numbers-from-a-list-of-size-n-sum-to-another-number"">Algorithm to find which numbers from a list of size n sum to another number</a>  </p> </blockquote>    <p>What is a good algorithm for deciding whether a passed in amount can be built additively from a set of numbers. In my case, I am determining whether a certain currency amount (such as $40) can be met by adding up some combination of a set of bills (such as $5, $10 and $20 bills). That is a simple example, but the algorithm needs to work for the generic case where the bill set can differ over time (due to running out of a bill) or due to bill denominations differing by currency. The problem would apply to a foreign exchange teller at an airport.</p>  <p>So $50 can be met with a set of ($20 and $30), but cannot be met with a set of ($20 and $40).</p>  <p>In addition. If the amount cannot be met with the bill denominations available, how do you determine the closest amounts above and below which can be met?</p> ",2012-09-15 00:22:01.480,0,NULL,2008-09-15 21:10:26.327,0,2012-09-14 18:21:53.993,2017-05-23 12:19:01.790,erickson,-1,8852,0,1,0,<algorithm>,What is a good algorithm for deciding whether a passed in amount can be built additively from a set of numbers?,379,83547
67339,0,11,"<p>I'm a 1-2 man band at work, and so far I've been using VSS for two reasons 1) the company was using that when I started a few months ago, and 2) it is friendly with Visual Studio.</p>  <p>Needless to say, I would very much like to upgrade to a not-so-archaic source control system.  However, I don't want to give up the friendliness with Visual Studio, and I'd like to be able to migrate the existing codebase over to a better source control system.</p>  <p>I can't imagine I'm the only person in this situation.  Does anyone have a success story they wouldn't mind sharing?  </p> ",2015-12-09 21:46:23.743,0,NULL,2008-09-15 21:48:18.620,0,2015-12-09 14:29:37.213,2015-12-09 14:29:37.213,hop,1426227,7311,0,1,2,<visual-studio-2008><version-control><visual-sourcesafe>,Save us from VSS,849,31627
67894,67930,10,"<p>Why do we need to use:</p>  <pre><code>extern ""C"" { #include &lt;foo.h&gt; } </code></pre>  <p><strong>Specifically:</strong>  </p>  <ul> <li><p>When should we use it?</p></li> <li><p>What is happening at the compiler/linker level that requires us to use it?  </p></li> <li><p>How in terms of compilation/linking does this solve the problems which require us to use it?</p></li> </ul> ",2017-12-22 16:39:32.657,2,NULL,2008-09-15 23:19:52.583,52,2017-10-05 07:35:46.673,2016-05-30 06:11:22.260,Mike G.,15168,1597,0,1,122,<c++><compiler-construction><linkage><name-mangling><extern-c>,"Why do we need extern ""C""{ #include <foo.h> } in C++?",69662,1041866
68196,0,0,"<blockquote>   <p><strong>Possible Duplicates:</strong><br>   <a href=""https://stackoverflow.com/questions/377672/ipod-touch-iphone-development-on-windows"">ipod touch / iphone development on Windows?</a><br>   <a href=""https://stackoverflow.com/questions/113547/iphone-development-on-windows"">iPhone development on Windows</a>  </p> </blockquote>  <p>I don't have a mac, but I wish to develop iPhone applications on Windows platform. Is this possible?</p> ",2009-11-01 16:51:38.453,0,NULL,2008-09-16 00:19:57.697,0,2009-11-01 04:34:00.247,2017-05-23 12:01:23.457,Joseph Daigle,-1,0,0,1,0,<windows><macos><iphone>,Develop iPhone applications using Microsoft Windows,43102,113547
68196,0,0,"<blockquote>   <p><strong>Possible Duplicates:</strong><br>   <a href=""https://stackoverflow.com/questions/377672/ipod-touch-iphone-development-on-windows"">ipod touch / iphone development on Windows?</a><br>   <a href=""https://stackoverflow.com/questions/113547/iphone-development-on-windows"">iPhone development on Windows</a>  </p> </blockquote>  <p>I don't have a mac, but I wish to develop iPhone applications on Windows platform. Is this possible?</p> ",2009-11-01 16:51:38.453,0,NULL,2008-09-16 00:19:57.697,0,2009-11-01 04:34:00.247,2017-05-23 12:01:23.457,Joseph Daigle,-1,0,0,1,0,<windows><macos><iphone>,Develop iPhone applications using Microsoft Windows,43102,377672
69828,69842,8,"<p>Our security manager dynamically inserts a bit of javascript at the top of every html page when a page is requested by the client. It is inserted above the DOCTYPE statement. I think this might be the cause of the layout problems I am having.</p>  <p>Ideas anyone?</p> ",2016-10-21 11:45:48.593,1,NULL,2008-09-16 06:34:23.850,1,2015-12-25 08:06:53.730,2012-09-10 07:41:48.957,NULL,285951,11249,0,1,9,<html><doctype>,Does the DOCTYPE declaration have to be the first tag in an HTML document?,7398,941100
72010,72075,9,"<p>Given the following example, why do I have to explicitly use the statement <code>b-&gt;A::DoSomething()</code> rather than just <code>b-&gt;DoSomething()</code>?</p>  <p>Shouldn't the compiler's overload resolution figure out which method I'm talking about?</p>  <p>I'm using Microsoft VS 2005. (Note: using virtual doesn't help in this case.)</p>  <pre><code>class A {   public:     int DoSomething() {return 0;}; };  class B : public A {   public:     int DoSomething(int x) {return 1;}; };  int main() {   B* b = new B();   b-&gt;A::DoSomething();    //Why this?   //b-&gt;DoSomething();    //Why not this? (Gives compiler error.)   delete b;   return 0; } </code></pre> ",2014-06-25 12:16:42.430,1,NULL,2008-09-16 13:09:10.827,15,2017-11-21 16:03:17.387,2010-01-23 18:22:24.487,Abe,63550,12083,0,1,35,<c++><function><overloading><resolution>,C++ overload resolution,9407,411103
73580,73649,6,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/46663/how-do-you-send-email-from-a-java-app-using-gmail"">How do you send email from a Java app using Gmail?</a>  </p> </blockquote>    <p>How do I send an SMTP Message from Java?</p> ",2012-09-26 12:40:32.843,1,NULL,2008-09-16 15:28:22.520,13,2017-06-29 08:13:58.907,2017-05-23 12:10:34.053,NULL,-1,2443,0,1,23,<java><smtp>,How do I send an SMTP Message from Java?,79316,46663
73628,73644,8,"<p>If you have a JSF <code>&lt;h:commandLink&gt;</code> (which uses the <code>onclick</code> event of an <code>&lt;a&gt;</code> to submit the current form), how do you execute JavaScript (such as asking for delete confirmation) prior to the action being performed?</p> ",2015-12-17 11:52:44.850,2,NULL,2008-09-16 15:32:24.490,3,2015-12-17 11:45:45.747,2015-12-17 11:45:45.747,NULL,1016716,9254,0,1,11,<javascript><jsf>,How can I execute Javascript before a JSF <h:commandLink> action is performed?,57554,4571488
78811,0,14,"<p>Is there an effective tool to convert C# code to Java code?</p> ",2015-12-14 07:22:15.347,5,NULL,2008-09-17 01:04:20.590,12,2015-08-27 06:59:48.397,2015-08-03 15:40:35.717,NULL,64046,0,0,1,79,<java><c#><code-translation>,Is there an effective tool to convert C# code to Java code?,110806,443010
81150,0,3,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/48935/how-can-i-register-a-global-hot-key-to-say-ctrlshiftletter-using-wpf-and-ne"">How can I register a global hot key to say CTRL+SHIFT+(LETTER) using WPF and .NET 3.5?</a>  </p> </blockquote>    <p>I'd like to have multiple global hotkeys in my new app (to control the app from anywhere in windows), and all of the given sources/solutions I found on the web seem to provide with a sort of a limping solution (either solutions only for one g.hotkey, or solutions that while running create annoying mouse delays on the screen).</p>  <p>Does anyone here know of a resource that can help me achive this, that I can learn from? Anything?</p>  <p>Thanks !  :)</p> ",2012-03-12 17:13:29.367,2,NULL,2008-09-17 08:32:48.360,14,2012-06-08 00:57:01.357,2017-05-23 12:10:17.807,NULL,-1,0,0,1,24,<c#><global><hotkeys>,Best way to tackle global hotkey processing in c#?,31308,48935
82483,83995,11,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/219594/net-whats-the-best-way-to-implement-a-catch-all-exceptions-handler"">.NET - What’s the best way to implement a “catch all exceptions handler”</a>  </p> </blockquote>    <p>I have a .NET console app app that is crashing and displaying a message to the user.  All of my code is in a <code>try{&lt;code&gt;} catch(Exception e){&lt;stuff&gt;}</code> block, but still errors are occasionally displayed.</p>  <p>In a Win32 app, you can capture all possible exceptions/crashes by installing various exception handlers:</p>  <pre><code>/* C++ exc handlers */ _set_se_translator SetUnhandledExceptionFilter _set_purecall_handler set_terminate set_unexpected _set_invalid_parameter_handler </code></pre>  <p>What is the equivalent in the .NET world so I can handle/log/quiet all possible error cases?</p> ",2012-12-06 17:56:08.690,1,NULL,2008-09-17 12:19:02.403,8,2013-12-11 17:42:17.823,2017-05-23 12:25:31.263,NULL,-1,7442,0,1,38,<c#><.net><exception-handling>,How to catch ALL exceptions/crashes in a .NET app,52043,219594
84285,0,7,"<p>is it legal for a thread to call this.start() inside its own constructor? and if so what potential issues can this cause? I understand that the object wont have fully initialized until the constructor has run to completion but aside from this are there any other issues?  </p> ",2016-09-14 15:21:43.123,0,NULL,2008-09-17 15:11:33.940,4,2012-03-03 15:40:08.647,NULL,NULL,0,0,0,1,10,<java><multithreading>,calling thread.start() within its own constructor,15583,8057510
85195,0,8,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/77172/stored-procedures-db-schema-in-source-control"">Stored procedures/DB schema in source control</a>  </p> </blockquote>    <p>What's the best way to version control my tables, views, sprocs, etc? Preferably automated or at least semi-automated :)</p>  <p>Thanks</p> ",2012-11-24 20:26:10.470,0,NULL,2008-09-17 16:45:26.820,4,2013-02-07 15:15:52.143,2017-05-23 11:46:22.797,NULL,-1,0,0,1,13,<sql><version-control>,Best way to version control T-SQL?,18650,77172
85992,86014,14,"<p>How do I enumerate the properties of a JavaScript object?</p>  <p>I actually want to list all the defined variables and their values, but I've learned that defining a variable actually creates a property of the window object.</p> ",2016-06-06 23:28:19.177,1,NULL,2008-09-17 18:10:18.380,115,2018-08-25 12:03:24.387,2015-06-01 22:50:09.060,NULL,63550,4777,0,1,580,<javascript><properties>,How do I enumerate the properties of a JavaScript object?,486324,684672
86947,0,7,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/73713/how-do-i-check-for-nulls-in-an-operator-overload-without-infinite-recursion"">How do I check for nulls in an &#39;==&#39; operator overload without infinite recursion?</a>  </p> </blockquote>    <p>When I overload the == operator for objects I typically write something like this:</p>  <pre><code>    public static bool operator ==(MyObject uq1, MyObject uq2) {         if (((object)uq1 == null) || ((object)uq2 == null)) return false;         return uq1.Field1 == uq2.Field1 &amp;&amp; uq1.Field2 == uq2.Field2;     } </code></pre>  <p>If you don't down-cast to object the function recurses into itself but I have to wonder if there isn't a better way?</p> ",2011-08-25 11:31:27.503,1,NULL,2008-09-17 19:53:03.700,2,2008-09-17 22:28:01.270,2017-05-23 12:33:18.210,Scott Dorman,-1,5056,0,1,7,<c#><operator-overloading><equals>,Best way to handle null when writing equals operator,10456,73713
96029,96063,10,"<p>I have an ASP.Net page that will be hosted on a couple different servers, and I want to get the URL of the page (or even better:  the site where the page is hosted) as a string for use in the code-behind.  Any ideas?</p> ",2013-08-03 07:52:24.103,2,NULL,2008-09-18 19:27:25.690,44,2013-10-16 14:59:41.787,NULL,NULL,0,3043,0,1,180,<asp.net>,Get URL of ASP.Net Page in code-behind,317149,40680
96667,0,0,"<blockquote>   <p><strong>Possible Duplicate:</strong><br>   <a href=""https://stackoverflow.com/questions/7101992/why-do-we-usually-use-not-what-is-the-difference"">Why do we usually use <code>||</code> not <code>|</code>, what is the difference?</a>  </p> </blockquote>    <p>Title says it all.  It's been discussed for other languages, but I haven't seen it for Java yet.  </p> ",2011-09-17 13:56:41.470,0,NULL,2008-09-18 20:38:16.877,0,2010-08-24 18:27:35.337,2017-05-23 12:28:01.393,NULL,-1,3535,0,1,15,<java>,What's the difference between | and || in Java?,8383,7101992
96759,96870,11,"<p>I have CSV data loaded into a multidimensional array. In this way each ""row"" is a record and each ""column"" contains the same type of data.  I am using the function below to load my CSV file.</p>  <pre><code>function f_parse_csv($file, $longest, $delimiter) {   $mdarray = array();   $file    = fopen($file, ""r"");   while ($line = fgetcsv($file, $longest, $delimiter))   {     array_push($mdarray, $line);   }   fclose($file);   return $mdarray; } </code></pre>  <p>I need to be able to specify a column to sort so that it rearranges the rows.  One of the columns contains date information in the format of <code>Y-m-d H:i:s</code> and I would like to be able to sort with the most recent date being the first row.</p> ",2014-07-25 14:28:23.467,1,NULL,2008-09-18 20:45:56.123,87,2017-08-24 07:51:05.580,2013-10-30 09:39:22.130,NULL,367456,1536217,0,1,189,<php><sorting><multidimensional-array>,How do I Sort a Multidimensional Array in PHP,163442,17364127
97392,0,4,"<p>How do I get the physical addresses of my machine in <strong>Java</strong>?</p> ",2017-07-04 11:29:17.173,1,NULL,2008-09-18 21:54:41.093,0,2017-07-04 09:33:27.213,2017-07-04 09:30:21.267,NULL,5423108,16949,0,1,2,<java><macos>,Physical Address in JAVA,2489,6164167
